uid_local,n_sents,V_D3,V_P3,rank_Y
0,115,29,11,32
1,109,36,13,32
2,115,36,14,32
3,106,18,5,32
4,137,63,27,32
5,111,21,11,32
6,230,80,21,32
7,113,33,8,32
8,229,76,23,32
9,110,30,7,32
10,115,25,9,32
11,109,37,11,32
12,112,23,8,32
13,699,657,489,32
14,106,36,8,32
15,279,132,63,32
16,139,39,7,32
17,152,55,24,32
18,209,48,10,32
19,111,34,10,32
20,184,65,27,32
21,100,34,10,32
22,207,79,32,32
23,168,73,32,32
24,238,81,29,32
25,304,198,132,32
26,656,556,310,32
27,154,57,21,32
28,109,33,13,32
29,3928,3928,3928,32
30,413,214,116,32
31,249,113,59,32
32,110,26,5,32
33,102,32,8,32
34,173,44,17,32
35,245,78,26,32
36,122,36,12,32
37,104,40,15,32
38,119,27,7,32
39,166,63,34,32
40,196,60,23,32
41,135,40,14,32
42,2062,2055,2029,32
43,113,33,11,32
44,103,33,6,32
45,132,29,3,32
46,110,34,6,32
47,267,118,57,32
48,324,134,72,32
49,110,29,9,32
50,163,45,22,32
51,116,38,10,32
52,102,16,7,32
53,793,757,632,32
54,104,46,13,32
55,550,458,266,32
56,121,29,6,32
57,163,48,19,32
58,253,164,88,32
59,130,53,15,32
60,106,44,16,32
61,104,32,17,32
62,101,26,9,32
63,108,26,7,32
64,153,75,24,32
65,116,29,13,32
66,107,36,11,32
67,106,30,13,32
68,118,38,12,32
69,125,36,11,32
70,109,29,12,32
71,157,40,16,32
72,110,17,7,32
73,190,91,35,32
74,101,18,6,32
75,149,40,12,32
76,192,81,27,32
77,170,67,23,32
78,268,112,37,32
79,288,89,43,32
80,170,34,12,32
81,278,108,46,32
82,117,28,7,32
83,108,23,10,32
84,125,40,13,32
85,839,784,620,32
86,211,60,21,32
87,320,151,85,32
88,109,27,13,32
89,128,36,13,32
90,111,39,18,32
91,177,66,21,32
92,115,25,3,32
93,164,47,11,32
94,121,38,9,32
95,121,42,10,32
96,140,64,19,32
97,172,49,8,32
98,103,36,15,32
99,123,36,14,32
100,242,66,20,32
101,313,142,85,32
102,104,19,6,32
103,608,570,413,32
104,114,32,8,32
105,181,71,24,32
106,137,48,16,32
107,543,466,301,32
108,102,30,10,32
109,233,79,26,32
110,161,51,14,32
111,127,50,10,32
112,554,505,374,32
113,122,46,14,32
114,516,431,230,32
115,105,22,6,32
116,235,115,52,32
117,102,19,10,32
118,102,19,8,32
119,124,31,8,32
120,101,15,2,32
121,142,54,19,32
122,261,110,49,32
123,466,350,190,32
124,122,28,13,32
125,150,41,8,32
126,115,38,12,32
127,137,45,18,32
128,105,52,14,32
129,124,29,8,32
130,207,83,33,32
131,144,49,11,32
132,110,32,7,32
133,104,20,4,32
134,461,387,231,32
135,127,50,16,32
136,101,21,8,32
137,170,73,39,32
138,141,38,10,32
139,314,171,100,32
140,258,125,66,32
141,109,25,10,32
142,109,16,5,32
143,101,25,7,32
144,162,33,9,32
145,176,63,29,32
146,105,37,9,32
147,158,46,21,32
148,143,30,11,32
149,170,55,22,32
150,271,129,57,32
151,115,24,5,32
152,130,24,6,32
153,190,69,26,32
154,324,177,97,32
155,139,62,31,32
156,103,26,7,32
157,100,36,14,32
158,104,31,10,32
159,109,46,20,32
160,101,37,16,32
161,107,24,6,32
162,110,35,7,32
163,289,101,45,32
164,113,34,10,32
165,100,17,6,32
166,160,64,25,32
167,164,46,14,32
168,153,45,11,32
169,113,30,12,32
170,122,30,8,32
171,120,48,22,32
172,389,132,59,32
173,404,226,128,32
174,114,42,9,32
175,151,47,22,32
176,163,72,33,32
177,130,35,8,32
178,277,124,59,32
179,113,49,10,32
180,123,43,13,32
181,250,85,27,32
182,101,30,10,32
183,200,40,12,32
184,112,30,6,32
185,668,567,337,32
186,104,40,11,32
187,295,127,70,32
188,117,46,11,32
189,118,43,14,32
190,102,22,6,32
191,132,70,36,32
192,132,68,24,32
193,158,68,30,32
194,252,80,44,32
195,138,41,11,32
196,132,41,16,32
197,298,151,86,32
198,230,65,20,32
199,173,62,29,32
200,104,33,7,32
201,182,70,30,32
202,145,52,24,32
203,119,44,20,32
204,106,32,15,32
205,341,184,99,32
206,141,58,24,32
207,138,46,14,32
208,410,166,77,32
209,124,36,10,32
210,105,31,12,32
211,758,698,549,32
212,103,25,9,32
213,160,41,11,32
214,240,84,34,32
215,172,61,21,32
216,142,46,22,32
217,119,57,13,32
218,100,28,8,32
219,120,46,18,32
220,122,40,11,32
221,169,39,12,32
222,324,132,64,32
223,152,45,19,32
224,104,35,10,32
225,146,61,6,32
226,160,60,28,32
227,281,101,59,32
228,111,48,16,32
229,356,185,87,32
230,352,154,87,32
231,1185,1105,899,32
232,176,83,27,32
233,102,26,10,32
234,155,66,19,32
235,164,50,24,32
236,106,17,3,32
237,126,41,16,32
238,122,60,31,32
239,116,45,16,32
240,106,26,10,32
241,152,51,19,32
242,127,35,7,32
243,100,32,10,32
244,115,49,18,32
245,102,24,5,32
246,152,50,21,32
247,100,33,13,32
248,380,200,102,32
249,143,45,17,32
250,452,414,290,32
251,173,76,24,32
252,154,53,19,32
253,180,82,29,32
254,202,68,33,32
255,257,66,34,32
256,130,34,16,32
257,102,23,4,32
258,144,44,9,32
259,425,206,115,32
260,102,29,6,32
261,148,49,25,32
262,117,36,10,32
263,203,70,31,32
264,234,97,49,32
265,737,690,549,32
266,194,74,18,32
267,117,34,13,32
268,100,24,7,32
269,138,32,8,32
270,220,69,19,32
271,220,82,37,32
272,271,98,42,32
273,115,45,19,32
274,158,42,16,32
275,131,32,10,32
276,101,38,10,32
277,413,248,171,32
278,104,42,16,32
279,244,73,30,32
280,107,33,16,32
281,115,36,11,32
282,133,31,12,32
283,113,30,10,32
284,242,101,48,32
285,105,33,11,32
286,155,58,15,32
287,225,65,23,32
288,186,63,18,32
289,231,101,21,32
290,124,41,17,32
291,243,89,36,32
292,303,134,67,32
293,164,81,26,32
294,130,51,19,32
295,138,44,25,32
296,139,43,10,32
297,194,58,24,32
298,149,39,16,32
299,199,101,34,32
300,246,67,20,32
301,101,27,5,32
302,100,21,6,32
303,255,112,43,32
304,345,148,79,32
305,110,37,14,32
306,207,42,8,32
307,1058,992,763,32
308,404,228,134,32
309,399,184,92,32
310,122,49,19,32
311,109,30,11,32
312,113,38,10,32
313,846,816,722,32
314,108,38,22,32
315,119,47,15,32
316,288,143,77,32
317,102,26,8,32
318,186,66,16,32
319,235,71,20,32
320,347,169,85,32
321,135,40,18,32
322,236,66,21,32
323,128,32,8,32
324,108,22,5,32
325,159,53,15,32
326,289,135,72,32
327,107,30,9,32
328,294,114,47,32
329,203,74,26,32
330,100,16,5,32
331,243,114,56,32
332,118,38,8,32
333,232,66,25,32
334,144,61,28,32
335,190,71,23,32
336,105,28,12,32
337,199,82,28,32
338,140,45,12,32
339,201,71,26,32
340,240,65,30,32
341,131,27,4,32
342,119,52,15,32
343,387,144,62,32
344,255,109,51,32
345,110,36,3,32
346,118,38,18,32
347,148,45,13,32
348,107,20,2,32
349,143,34,12,32
350,468,401,259,32
351,238,88,28,32
352,104,36,13,32
353,453,395,234,32
354,404,209,129,32
355,164,27,6,32
356,143,41,8,32
357,221,78,19,32
358,164,53,17,32
359,198,70,28,32
360,149,42,18,32
361,105,41,15,32
362,212,69,22,32
363,460,415,298,32
364,175,82,34,32
365,126,51,21,32
366,111,25,8,32
367,124,51,16,32
368,114,22,10,32
369,155,46,11,32
370,146,36,13,32
371,103,26,8,32
372,100,17,4,32
373,142,51,17,32
374,474,171,80,32
375,124,43,19,32
376,100,26,8,32
377,118,49,21,32
378,102,40,20,32
379,120,23,4,32
380,816,725,530,32
381,105,26,8,32
382,260,91,46,32
383,134,33,13,32
384,189,67,18,32
385,109,28,10,32
386,102,31,8,32
387,122,33,7,32
388,364,207,99,32
389,113,25,9,32
390,128,46,19,32
391,392,246,140,32
392,100,14,6,32
393,101,34,14,32
394,160,39,12,32
395,100,28,12,32
396,189,62,15,32
397,101,23,6,32
398,168,45,9,32
399,112,24,8,14
400,234,99,44,32
401,121,29,7,32
402,100,40,14,32
403,217,84,35,32
404,298,159,71,32
405,240,100,39,32
406,210,63,22,32
407,130,29,6,32
408,104,19,8,32
409,141,51,12,32
410,126,19,8,32
411,123,28,6,32
412,111,31,11,32
413,133,35,7,32
414,118,22,8,32
415,553,488,305,32
416,124,36,16,32
417,306,135,60,32
418,111,49,23,32
419,261,97,43,32
420,105,24,10,32
421,108,47,14,32
422,108,34,11,32
423,640,618,488,32
424,304,119,61,32
425,170,58,13,32
426,118,14,3,32
427,148,42,7,32
428,440,394,272,32
429,128,50,18,32
430,113,29,8,32
431,213,85,38,32
432,118,35,6,32
433,967,919,804,32
434,216,68,20,32
435,280,134,68,32
436,105,48,25,32
437,1383,1335,1217,32
438,102,32,8,32
439,130,49,21,32
440,161,46,18,32
441,121,51,17,32
442,170,46,8,32
443,392,208,115,32
444,164,40,21,32
445,138,46,13,32
446,107,21,7,32
447,108,15,6,32
448,153,51,12,32
449,142,51,20,32
450,140,62,22,32
451,107,28,6,32
452,602,547,348,32
453,131,35,9,32
454,174,68,32,32
455,123,26,8,32
456,180,75,28,32
457,125,54,24,32
458,348,188,96,32
459,849,769,509,32
460,105,34,10,32
461,189,57,13,32
462,172,41,12,32
463,121,38,11,32
464,761,705,586,32
465,126,32,8,32
466,200,110,44,32
467,159,46,13,32
468,130,45,16,32
469,143,57,21,32
470,150,48,12,32
471,119,49,28,32
472,100,42,15,32
473,1187,1121,920,32
474,105,41,7,32
475,704,600,412,32
476,312,142,72,32
477,133,31,14,32
478,240,139,76,32
479,109,36,8,32
480,155,32,11,32
481,120,38,13,32
482,409,199,104,32
483,103,37,9,32
484,112,35,8,32
485,293,103,48,32
486,153,66,25,32
487,179,58,18,32
488,118,50,17,32
489,175,60,33,32
490,136,46,18,32
491,204,70,28,32
492,240,72,29,32
493,111,29,11,32
494,194,66,23,32
495,107,35,8,32
496,130,50,17,32
497,111,36,4,32
498,623,549,339,32
499,104,22,4,32
500,112,26,7,32
501,331,163,100,32
502,182,61,17,32
503,132,38,7,32
504,261,105,43,32
505,208,64,32,32
506,327,174,76,32
507,107,27,13,32
508,247,79,23,32
509,388,201,104,32
510,122,26,9,32
511,153,65,24,32
512,103,33,10,32
513,121,21,9,32
514,245,70,34,32
515,112,21,3,32
516,105,43,13,32
517,134,37,11,32
518,113,43,13,32
519,126,49,22,32
520,108,31,11,32
521,218,75,30,32
522,178,91,30,32
523,108,27,14,32
524,124,35,11,32
525,102,21,9,32
526,341,184,104,32
527,140,36,13,32
528,106,28,10,32
529,198,77,31,32
530,111,25,9,32
531,208,66,20,32
532,531,476,303,32
533,190,67,17,32
534,133,43,12,32
535,112,40,11,32
536,139,38,13,32
537,109,38,16,32
538,169,49,20,32
539,242,122,63,32
540,293,143,79,32
541,173,59,30,32
542,322,165,90,32
543,259,82,43,32
544,232,76,27,32
545,228,71,29,32
546,113,24,2,32
547,148,49,12,32
548,152,34,14,32
549,110,27,7,32
550,168,39,9,32
551,103,32,12,32
552,145,36,14,32
553,105,35,15,32
554,117,31,7,32
555,398,165,91,32
556,170,68,21,32
557,128,50,19,32
558,1039,986,800,32
559,120,16,7,32
560,163,68,27,32
561,2498,2471,2398,32
562,113,33,10,32
563,108,41,14,32
564,268,107,65,32
565,171,61,12,32
566,320,144,68,32
567,140,41,16,32
568,132,31,7,32
569,125,32,15,32
570,213,85,26,32
571,924,898,772,32
572,118,49,25,32
573,100,30,14,32
574,450,398,245,32
575,105,36,9,32
576,116,24,9,32
577,100,21,4,32
578,182,63,32,32
579,187,55,24,32
580,140,33,15,32
581,110,38,9,32
582,110,31,10,32
583,303,138,70,32
584,239,75,27,32
585,121,40,12,32
586,128,47,20,32
587,172,62,18,32
588,197,61,22,32
589,326,132,68,32
590,118,33,5,32
591,120,31,6,32
592,119,32,6,32
593,205,68,25,32
594,170,49,12,32
595,277,90,41,32
596,131,54,21,32
597,425,234,153,32
598,112,29,5,32
599,102,29,15,32
600,331,168,106,32
601,124,19,8,32
602,740,672,468,32
603,2197,2181,2107,32
604,133,43,12,32
605,101,36,13,32
606,131,45,12,32
607,140,50,16,32
608,468,417,278,32
609,178,64,27,32
610,270,103,42,32
611,148,44,13,32
612,125,27,5,32
613,109,26,6,32
614,110,27,4,32
615,312,118,69,32
616,105,42,18,32
617,1007,925,712,32
618,159,47,20,32
619,101,28,5,32
620,123,41,15,32
621,126,23,9,32
622,116,32,15,32
623,160,38,16,32
624,104,34,13,32
625,135,47,11,32
626,111,39,12,32
627,134,39,20,32
628,210,77,42,30
629,304,155,83,32
630,121,39,16,32
631,117,34,8,32
632,232,68,31,32
633,100,34,6,32
634,152,40,13,32
635,127,53,21,32
636,110,34,9,32
637,193,39,17,32
638,186,60,29,32
639,368,207,110,32
640,156,48,24,32
641,120,59,30,32
642,1017,964,785,32
643,106,45,13,32
644,106,32,10,32
645,242,99,35,32
646,103,37,13,32
647,142,48,22,32
648,103,26,8,32
649,190,94,43,32
650,205,56,30,32
651,102,34,12,32
652,169,71,27,32
653,185,50,18,32
654,130,43,10,32
655,103,19,0,32
656,108,31,14,32
657,155,67,26,32
658,116,52,22,32
659,144,48,18,32
660,146,44,14,32
661,106,17,4,32
662,1486,1461,1400,32
663,165,44,10,32
664,306,145,84,32
665,123,39,7,32
666,127,39,16,32
667,175,49,23,32
668,467,392,234,32
669,126,33,14,32
670,219,101,45,32
671,1218,1135,875,32
672,108,30,12,32
673,298,130,73,32
674,142,53,24,32
675,183,62,28,32
676,110,25,5,32
677,112,32,2,32
678,181,55,16,32
679,109,36,10,32
680,126,40,11,32
681,298,150,99,32
682,108,26,7,32
683,198,88,40,32
684,291,130,63,32
685,107,25,5,32
686,103,39,20,32
687,230,78,23,32
688,107,28,8,32
689,222,81,26,32
690,100,33,11,32
691,123,39,12,32
692,191,60,14,32
693,155,49,13,32
694,223,85,37,32
695,105,29,10,32
696,137,53,20,32
697,235,107,46,32
698,205,73,20,32
699,181,65,23,32
700,244,58,26,32
701,156,41,8,32
702,247,101,43,32
703,106,38,14,32
704,230,86,40,32
705,378,219,148,32
706,102,26,2,32
707,117,40,12,32
708,127,39,14,32
709,295,111,52,32
710,108,35,14,32
711,170,73,40,32
712,121,35,11,32
713,249,89,36,32
714,106,37,10,32
715,245,103,40,32
716,251,85,25,32
717,102,39,12,32
718,110,46,13,32
719,130,39,19,32
720,112,32,7,32
721,176,80,36,32
722,238,145,70,32
723,239,71,28,32
724,111,35,9,32
725,247,95,43,32
726,125,30,9,32
727,129,35,10,32
728,128,40,10,32
729,1677,1656,1618,32
730,141,42,15,32
731,103,39,9,32
732,173,50,22,32
733,128,36,8,32
734,111,33,15,32
735,248,112,55,32
736,183,51,21,32
737,120,24,6,32
738,377,192,112,32
739,104,37,11,32
740,173,62,29,32
741,532,452,238,32
742,170,43,13,32
743,147,52,11,32
744,156,47,14,32
745,105,24,5,32
746,132,48,7,32
747,169,61,23,32
748,149,38,10,32
749,119,43,9,32
750,108,25,3,32
751,879,816,603,32
752,100,18,6,32
753,104,23,2,32
754,109,30,10,32
755,429,220,108,32
756,181,49,13,32
757,139,65,16,32
758,196,4,4,32
759,145,36,11,32
760,250,113,61,32
761,125,44,13,32
762,190,79,30,32
763,210,89,33,32
764,107,25,7,32
765,110,42,9,32
766,127,55,21,32
767,106,28,9,32
768,145,46,9,32
769,100,39,15,32
770,204,76,39,32
771,477,383,201,32
772,141,41,16,32
773,114,23,4,32
774,170,57,21,32
775,131,48,19,32
776,117,40,7,32
777,188,71,34,32
778,383,197,125,32
779,113,37,5,32
780,154,71,33,32
781,109,28,15,32
782,132,36,12,32
783,100,26,10,32
784,688,634,462,32
785,151,32,7,32
786,193,71,22,32
787,302,152,79,32
788,114,34,7,32
789,462,400,249,32
790,168,60,22,32
791,113,37,9,32
792,128,27,8,32
793,113,38,14,32
794,121,35,8,32
795,146,45,13,32
796,101,40,19,32
797,127,53,18,32
798,116,41,9,32
799,298,107,42,32
800,127,42,12,32
801,167,55,13,32
802,139,38,16,32
803,233,69,20,32
804,169,49,16,32
805,208,87,25,32
806,332,183,114,32
807,250,127,73,32
808,176,50,24,32
809,102,19,7,32
810,103,37,19,32
811,138,46,10,32
812,114,28,11,32
813,123,39,14,32
814,122,30,12,32
815,157,58,18,32
816,150,20,2,32
817,149,59,17,32
818,109,25,9,32
819,118,36,8,32
820,113,29,13,32
821,109,30,11,32
822,107,39,15,32
823,188,46,26,32
824,149,43,17,32
825,126,48,11,32
826,161,51,24,32
827,264,102,48,32
828,453,392,216,32
829,102,18,4,32
830,193,98,47,32
831,273,108,51,32
832,171,67,19,32
833,164,46,9,32
834,103,25,7,32
835,230,98,34,32
836,100,30,9,32
837,106,29,3,32
838,269,97,38,32
839,366,176,100,32
840,242,74,30,32
841,118,44,14,32
842,184,58,27,32
843,154,37,14,32
844,108,38,12,32
845,109,24,3,32
846,203,75,38,32
847,163,51,19,32
848,133,37,11,32
849,102,32,9,32
850,103,26,9,32
851,193,64,21,32
852,106,29,8,32
853,209,81,26,32
854,380,223,110,32
855,145,55,14,32
856,137,47,20,32
857,217,101,39,32
858,175,54,23,32
859,151,51,33,32
860,100,24,8,32
861,136,23,10,32
862,128,40,14,32
863,158,70,25,32
864,210,96,43,32
865,120,28,10,32
866,220,53,19,32
867,254,104,54,32
868,186,74,35,32
869,728,661,470,32
870,132,44,21,32
871,148,55,17,32
872,127,49,14,32
873,121,53,27,32
874,118,38,11,32
875,121,32,10,32
876,121,29,8,32
877,104,20,3,32
878,524,471,284,32
879,2096,2042,1936,32
880,199,60,35,32
881,117,21,6,32
882,100,24,9,32
883,367,183,97,32
884,935,876,729,32
885,114,21,3,32
886,368,187,96,32
887,117,20,6,32
888,176,53,16,32
889,107,38,9,32
890,132,43,13,32
891,217,85,27,32
892,157,50,24,32
893,165,56,20,32
894,174,38,12,32
895,119,39,7,32
896,212,73,17,32
897,137,53,19,32
898,104,28,8,32
899,208,75,25,32
900,128,49,11,32
901,304,158,85,32
902,110,30,7,32
903,136,37,11,32
904,103,21,6,32
905,315,142,65,32
906,132,49,17,32
907,202,74,27,32
908,218,72,29,32
909,101,30,9,32
910,105,30,6,32
911,122,54,20,32
912,141,40,21,32
913,102,16,4,32
914,241,132,77,32
915,101,18,2,32
916,115,24,10,32
917,186,34,8,32
918,192,65,17,32
919,150,37,11,32
920,348,153,75,32
921,153,48,18,32
922,110,28,4,32
923,107,44,14,32
924,175,77,29,32
925,132,32,12,32
926,144,36,6,32
927,1953,1925,1851,32
928,142,52,21,32
929,144,56,19,32
930,111,27,6,32
931,191,92,50,32
932,127,34,7,32
933,108,34,17,32
934,113,29,9,32
935,842,768,551,32
936,149,39,9,32
937,465,437,324,32
938,111,33,9,32
939,106,24,10,32
940,120,47,23,32
941,177,56,14,32
942,246,92,44,32
943,508,427,245,32
944,145,34,9,32
945,152,45,16,32
946,105,27,12,32
947,103,20,5,32
948,197,65,24,32
949,210,80,29,32
950,193,85,26,32
951,165,40,16,32
952,263,84,35,32
953,148,50,17,32
954,323,119,59,32
955,123,30,8,32
956,258,89,47,32
957,179,51,18,32
958,143,49,16,32
959,146,63,20,32
960,155,48,10,32
961,112,37,9,32
962,261,103,48,32
963,151,46,18,32
964,105,36,11,32
965,104,21,9,32
966,128,31,6,32
967,111,30,12,32
968,107,45,12,32
969,272,107,53,32
970,153,47,19,32
971,100,29,9,32
972,114,28,7,32
973,220,77,20,32
974,109,24,9,32
975,120,39,19,32
976,104,26,8,32
977,129,33,14,32
978,141,48,8,32
979,119,36,11,32
980,142,52,14,32
981,170,64,23,32
982,102,18,10,32
983,106,24,2,32
984,222,84,36,32
985,107,30,13,32
986,104,29,7,32
987,199,89,42,32
988,102,24,8,32
989,134,50,18,32
990,236,104,50,32
991,282,161,94,32
992,160,51,22,32
993,166,51,14,32
994,1116,1028,756,32
995,1051,954,741,32
996,120,28,9,32
997,215,76,33,32
998,475,379,213,32
999,326,144,79,32
1000,119,37,16,32
1001,112,26,4,32
1002,150,51,18,32
1003,100,25,7,32
1004,1177,1071,826,32
1005,114,27,16,32
1006,174,54,14,32
1007,109,37,17,32
1008,168,46,18,32
1009,112,24,6,32
1010,141,30,11,32
1011,164,59,33,32
1012,120,33,14,32
1013,190,60,20,32
1014,607,549,389,32
1015,104,29,10,32
1016,108,36,15,32
1017,229,77,33,32
1018,165,54,24,32
1019,313,130,59,32
1020,217,99,37,32
1021,549,501,306,32
1022,222,80,27,32
1023,148,43,18,32
1024,119,45,12,32
1025,155,50,19,32
1026,144,33,11,32
1027,149,53,17,32
1028,154,63,19,32
1029,943,861,674,32
1030,152,42,19,32
1031,279,109,63,32
1032,103,40,12,32
1033,135,25,9,32
1034,160,47,18,32
1035,145,47,21,32
1036,151,53,17,32
1037,662,589,392,32
1038,146,41,12,32
1039,498,448,280,32
1040,181,52,16,32
1041,136,40,13,32
1042,142,38,15,32
1043,154,47,19,32
1044,112,36,9,32
1045,243,77,30,32
1046,100,28,9,32
1047,123,28,13,32
1048,137,54,22,32
1049,110,30,7,32
1050,111,22,8,32
1051,340,199,104,32
1052,126,48,19,32
1053,186,65,25,32
1054,103,16,9,32
1055,116,25,12,32
1056,102,19,4,32
1057,131,31,6,32
1058,117,31,13,32
1059,144,39,14,32
1060,115,48,25,32
1061,197,55,21,32
1062,506,463,304,32
1063,154,38,17,32
1064,319,149,84,32
1065,186,75,28,32
1066,109,36,5,32
1067,119,30,9,32
1068,360,187,98,32
1069,177,71,21,32
1070,103,25,9,32
1071,140,33,8,32
1072,212,63,23,32
1073,246,119,44,32
1074,183,61,21,32
1075,127,36,9,32
1076,207,72,29,32
1077,179,47,20,32
1078,196,62,32,32
1079,101,36,11,32
1080,127,31,15,32
1081,191,78,35,32
1082,128,29,8,32
1083,207,72,26,32
1084,103,27,5,32
1085,130,33,6,32
1086,200,74,22,32
1087,159,64,29,32
1088,124,53,15,28
1089,380,203,117,32
1090,107,27,12,32
1091,399,212,145,32
1092,165,44,12,32
1093,162,84,45,32
1094,112,30,9,32
1095,117,26,4,32
1096,103,33,2,32
1097,213,69,28,32
1098,119,24,5,32
1099,158,36,10,32
1100,118,18,2,32
1101,230,58,17,32
1102,148,50,30,32
1103,267,102,45,32
1104,105,23,12,32
1105,119,45,18,32
1106,135,35,13,32
1107,134,48,16,32
1108,116,22,5,32
1109,108,38,10,32
1110,111,19,4,32
1111,162,71,23,32
1112,106,40,16,32
1113,362,134,63,32
1114,218,109,43,32
1115,121,42,13,32
1116,357,190,105,32
1117,109,30,5,32
1118,147,29,10,32
1119,228,71,31,32
1120,113,29,6,32
1121,133,41,9,32
1122,419,240,135,32
1123,117,26,7,32
1124,156,51,12,32
1125,167,49,15,32
1126,101,27,8,32
1127,110,47,18,32
1128,108,30,16,32
1129,105,20,7,32
1130,112,22,9,32
1131,250,86,31,32
1132,199,66,21,32
1133,400,251,148,32
1134,184,84,34,32
1135,126,39,10,32
1136,117,53,22,32
1137,130,52,16,32
1138,130,38,12,32
1139,117,27,7,32
1140,101,25,5,32
1141,200,43,9,32
1142,266,133,60,32
1143,123,38,7,32
1144,153,44,11,32
1145,137,49,15,32
1146,185,66,25,32
1147,291,68,42,32
1148,124,43,17,32
1149,182,58,34,32
1150,138,60,38,32
1151,181,66,32,32
1152,129,39,16,32
1153,113,34,10,32
1154,196,66,26,32
1155,153,56,38,32
1156,118,37,12,32
1157,113,52,17,32
1158,119,57,21,32
1159,150,41,13,32
1160,215,79,25,32
1161,233,109,40,32
1162,128,36,13,32
1163,122,38,15,32
1164,1287,1247,1123,32
1165,116,36,8,32
1166,254,122,60,32
1167,2927,2927,2927,32
1168,120,38,10,32
1169,189,89,25,32
1170,355,162,87,32
1171,127,36,9,32
1172,104,40,7,32
1173,168,55,19,32
1174,100,23,4,32
1175,139,45,19,32
1176,226,87,30,32
1177,126,43,12,32
1178,659,576,373,32
1179,100,26,3,32
1180,497,422,266,32
1181,127,50,11,32
1182,102,35,13,32
1183,123,30,11,32
1184,111,34,9,32
1185,121,23,8,32
1186,120,33,13,32
1187,111,40,16,32
1188,128,32,15,32
1189,102,35,9,32
1190,115,30,9,32
1191,114,39,14,32
1192,181,96,30,32
1193,111,48,20,32
1194,154,41,11,32
1195,116,30,12,32
1196,261,107,48,32
1197,119,46,14,32
1198,113,33,4,32
1199,119,29,10,32
1200,357,178,83,32
1201,101,22,4,32
1202,109,37,21,32
1203,100,30,10,32
1204,112,25,9,32
1205,166,56,24,32
1206,117,38,5,32
1207,225,82,32,32
1208,121,27,8,32
1209,934,872,722,32
1210,113,26,9,32
1211,117,22,4,32
1212,399,195,102,32
1213,121,36,6,32
1214,130,43,21,32
1215,326,151,82,32
1216,104,32,9,32
1217,153,74,25,32
1218,188,63,33,32
1219,144,47,18,32
1220,119,28,11,32
1221,104,40,12,32
1222,116,41,13,32
1223,202,65,20,32
1224,129,40,17,32
1225,780,755,550,32
1226,205,68,30,32
1227,155,55,24,32
1228,264,129,60,32
1229,101,37,16,32
1230,153,40,16,32
1231,188,62,29,32
1232,100,39,18,32
1233,123,30,8,32
1234,802,730,566,32
1235,104,32,9,32
1236,343,186,113,32
1237,145,33,13,32
1238,145,33,9,32
1239,153,43,11,32
1240,168,39,10,32
1241,139,43,14,32
1242,209,148,61,32
1243,1107,1056,897,32
1244,231,66,18,32
1245,507,442,261,32
1246,101,30,8,32
1247,102,23,9,32
1248,146,40,16,32
1249,101,27,13,32
1250,143,48,12,32
1251,120,35,21,32
1252,512,447,278,32
1253,141,52,18,32
1254,206,62,20,32
1255,324,163,72,32
1256,103,37,8,32
1257,122,27,6,32
1258,213,60,27,32
1259,134,45,13,32
1260,135,29,10,32
1261,312,144,64,32
1262,133,58,26,32
1263,124,46,12,32
1264,108,30,8,32
1265,371,159,88,32
1266,126,61,22,32
1267,102,30,13,32
1268,341,193,112,32
1269,107,22,8,32
1270,107,38,14,32
1271,103,35,10,32
1272,119,16,4,32
1273,131,36,13,32
1274,351,199,116,32
1275,122,27,4,32
1276,118,25,12,32
1277,117,23,8,32
1278,139,45,15,32
1279,212,87,32,32
1280,209,65,39,32
1281,131,41,8,32
1282,109,28,10,32
1283,154,58,10,32
1284,108,31,12,32
1285,101,34,9,32
1286,255,88,34,32
1287,101,32,13,32
1288,110,37,14,32
1289,425,227,115,32
1290,116,62,28,32
1291,132,29,9,32
1292,123,55,17,32
1293,115,43,17,32
1294,165,56,19,32
1295,124,46,24,32
1296,113,31,8,32
1297,113,35,11,32
1298,112,43,5,32
1299,131,41,10,32
1300,2364,2338,2280,32
1301,223,113,55,32
1302,148,41,23,32
1303,145,54,14,32
1304,102,29,9,32
1305,111,51,15,32
1306,494,422,249,32
1307,102,37,9,32
1308,157,52,19,32
1309,101,28,12,32
1310,121,37,15,32
1311,136,42,10,32
1312,117,29,6,32
1313,142,49,15,32
1314,100,34,8,32
1315,128,47,19,32
1316,473,404,231,32
1317,109,44,21,32
1318,154,53,14,32
1319,115,28,16,32
1320,173,45,17,32
1321,129,45,16,32
1322,146,44,16,32
1323,176,59,23,32
1324,353,182,95,32
1325,127,44,14,32
1326,171,41,12,32
1327,102,26,14,32
1328,613,534,330,32
1329,101,51,24,32
1330,101,37,7,32
1331,453,354,189,32
1332,206,86,31,32
1333,115,29,6,32
1334,130,48,10,32
1335,355,231,138,32
1336,199,68,27,32
1337,365,150,79,32
1338,128,42,14,32
1339,121,26,3,32
1340,131,23,6,32
1341,120,33,9,32
1342,104,24,10,32
1343,107,28,4,32
1344,154,23,5,32
1345,126,43,18,32
1346,108,19,7,32
1347,113,33,12,32
1348,1375,1328,1145,32
1349,215,70,32,32
1350,110,33,11,32
1351,100,35,10,32
1352,166,50,14,32
1353,102,20,6,32
1354,200,78,31,32
1355,181,77,25,32
