uid,bucket,n_sents,V_u,x_max,x_4_lam_min_med,x_8_lam_min_med,x_12_lam_min_med,x_16_lam_min_med,x_20_lam_min_med,x_24_lam_min_med,x_28_lam_min_med,x_32_lam_min_med,x_40_lam_min_med,x_48_lam_min_med,x_64_lam_min_med
AHW4RM32F7UDMQ5ETAMLLHIPSZHQ,8,348,27,24,0.058174418493879686,0.01636327273241062,0.005236153604325945,0.0008700671916453144,0.0004669216370715469,0.00013717315288025686,-7.237339385840702e-18,-8.228487521394217e-18,-3.611028926766066e-17,-3.8182535983583773e-17,-3.6222871975228766e-17
AFPPPZX2PLMWY75AVRTJSMICZOEA,8,333,41,40,0.09113991032162716,0.02217332446920154,0.011678828811487024,0.00543336441338178,0.002120323640248193,0.0014888877565148013,0.0003271435140414732,0.00019322460681993437,1.491160940567822e-06,-1.73067754921008e-17,-2.784810958499554e-17
AGGVWJCNYRITT2IQMXPQBRXA2IPA,8,287,33,32,0.06838666293538181,0.018815288524226932,0.006327469620537205,0.002957530092807847,0.0009250637380124907,0.0001576866781450694,7.015105312991515e-05,9.851892862070251e-06,-2.12613379092523e-17,-2.828135137979982e-17,-3.838572987492533e-17
AEP4KJDGBH6XPJKFEHPYSAPUNDBQ,8,257,35,32,0.1074566874461728,0.028115507912373182,0.007620320190844616,0.004081047475844542,0.0014234293338422795,0.0007602749057483966,0.00037041844637198003,3.897982291160914e-05,-2.5127039803056855e-17,-2.1813822590047883e-17,-3.1589021442060516e-17
AERDCAMJOVIBWC7P3ZRCGDXSHBXQ,8,324,34,32,0.06932705707608207,0.018534359006726675,0.007133146401448779,0.003099679045776807,0.0014787790533858283,0.0005229979231668369,0.00014343623763920385,4.925126977317953e-06,-1.8525461907574975e-17,-2.8819290439505716e-17,-3.484268869712273e-17
AFFDJZ6EHOAFLE7WS4GZMLMIWMRA,8,243,33,32,0.08264791600311802,0.016276153559769836,0.009012884389762834,0.0026343000456327884,0.0015481855733867642,0.0005522670266978676,0.00011409759936023695,9.137828754208635e-06,-2.73954366485156e-17,-2.4112082825275596e-17,-4.1890611501631975e-17
AFDDELZUNQV2UKYDUHJ27QW3IBLA,8,303,39,32,0.09912467916453797,0.02389003707938031,0.01157339392356829,0.005685932608307684,0.002291093155188743,0.0011628829585467813,0.0004721577542412743,8.065679050389284e-05,-7.362258343093459e-18,-1.8166317461266275e-17,-2.7611638520805984e-17
AENEBO2ESDZSB3GSHROPTRBAN2VA,8,298,32,28,0.08305124897112288,0.02062186169098605,0.008778520509677241,0.003176239093716253,0.0009892766567454383,0.00043253864740015985,5.45240152874867e-05,3.4157437551874673e-18,-2.527438531935464e-17,-3.561351524254487e-17,-2.881450283469577e-17
AHOCOXJ7KQ7QW6J6SZITGMFK5IHA,8,338,35,32,0.07797936738596363,0.013751517105814542,0.007163482696071985,0.003847484111371969,0.001105292548674297,0.0005729837648913578,9.876753989695363e-05,1.4891019339980767e-05,-2.0391714031823818e-17,-2.4765816448633898e-17,-3.5868224486248e-17
AEQ2P7WFOZXT2WM3WSFJPDWLXQAQ,8,345,41,40,0.09174307479331553,0.022106397578259083,0.010076849972860158,0.004513703469677246,0.0024618216744230564,0.0011076421645246088,0.0006719509559776547,0.00015681704494918387,4.9200116577882435e-06,-1.854211548327346e-17,-2.486209956564952e-17
AFO33UNM62QYS3SHDST3HB2SXSXQ,8,296,41,40,0.09391143860644766,0.021278381394019576,0.010852734709725528,0.006229316152790175,0.003281384287276069,0.0013684484092036375,0.0005825534779095406,0.00035993308193933276,1.7955116739477402e-06,-1.5190458949546314e-17,-2.1955560493069403e-17
AHKOEEKH4SLCLEMAR5YCS4FKMS6A,8,294,30,28,0.0793920564043543,0.014663300413156957,0.006684095606444215,0.0031374979661994962,0.0008622620895841868,0.0002676851891348788,2.8429614697343528e-05,-3.286332541747075e-18,-2.6550477862931084e-17,-3.055064647575339e-17,-3.9743204019830423e-17
AF4IFF3OA55YOWXILYETWH57F7UQ,9,531,43,40,0.088723339296629,0.017059262573905783,0.007226971094453959,0.004707532083373372,0.0019725884443815836,0.0011529122908517648,0.0004997843914911971,0.00021445685025963643,2.358956348401401e-05,-1.5915587965059725e-17,-2.3516313350786282e-17
AFR6N2JHAAWJLI5EJFQDENFMVVAQ,9,356,39,32,0.09215355355150895,0.021134599189815646,0.010148178473216536,0.005278337267748342,0.0019291372345481771,0.0011621624342370996,0.0003953781902638571,7.343749833751589e-05,-1.065548233490814e-17,-2.1492815620211014e-17,-2.836717076473701e-17
AEYVPPWR4CIKWX4BGYKCBCDL2CZQ,9,626,40,32,0.07983036315526253,0.015527284579641781,0.006129504510416708,0.003478773587558901,0.001393924603618507,0.0007039394485408372,0.000446947024412113,6.278403340907397e-05,1.7479989480059058e-18,-2.1222418223530837e-17,-2.957838151682899e-17
AE6JXZ2HEEC3RLKQ23MI2JSCXSNA,9,497,47,40,0.09361577451445786,0.021005112353517836,0.012190938094911938,0.00526326912725031,0.002713938570583381,0.0010811020568778633,0.000711399283553791,0.0004507041891730143,7.717028918697194e-05,-1.757659874013164e-17,-2.794074880030746e-17
AEHZBUFEOW4TY3K4IYFFR5ZU5B3Q,9,977,57,48,0.11028686586640964,0.02664668582281211,0.011204617757914124,0.006157350198465612,0.0038623026349761764,0.0023532205070783915,0.0014852016896796767,0.0005878802917620175,0.0001802163066041457,6.208239253508425e-05,-1.1330311474071839e-17
AF4YK6ETKIRQ36LYVR4YY3ZS4ANQ,9,366,35,32,0.09307284491120064,0.017213067455065525,0.007648805348968582,0.0028046718777602654,0.0008973537782329873,0.0006136444815789947,0.00019031016825449664,2.2851058512722366e-05,-2.8200513957339665e-17,-2.3678405010845504e-17,-3.305909339484742e-17
AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_1,9,1177,52,48,0.09496016945239404,0.019335134270562947,0.009763085936921056,0.003751172109964432,0.0018595628382611583,0.0013407631238423006,0.0007489108104697129,0.000530704859325619,9.346176630018405e-05,1.7965626525238463e-05,-1.950335326437184e-17
AHWJGIMDAMS4WBLZAGOYMXYDSDLA,9,576,45,40,0.08671316359226212,0.020908044283373384,0.009300694633590352,0.0040933799678280385,0.0018867160347576521,0.0012902612415909482,0.000745716218488588,0.0002574742217503085,3.693772772791755e-05,-1.0378644260868477e-17,-2.2995005442750143e-17
AFLOM6HXIM7CJECSEUDVO4I3JXBA,9,477,36,32,0.09225694514401879,0.01541435696435674,0.0070696012775810875,0.003656572998092536,0.0012412564461699801,0.0007382524365778978,0.0003202981859858645,9.287060392599765e-05,-1.7614580404727293e-17,-2.4885624608696744e-17,-4.7892345339923397e-17
AGH2BA6TQ43WVJL2HXW53TOBIWPA,9,434,37,32,0.08160495298718809,0.017187319305706012,0.006288899167639127,0.00356242542180216,0.0011183341640022117,0.0006499997655446465,0.00014563890759151617,7.55123046342593e-05,-9.512083851272743e-18,-2.2067489032938725e-17,-3.05600100831129e-17
AHJYWQZ5PICKUZPXVE4HU7L5PE7A,9,660,54,48,0.09312781405148891,0.02040690357112905,0.00821164063607285,0.005122957205442058,0.0027831016115157704,0.002086829349113099,0.0008503936548913497,0.0007162966695153356,0.00012106752468493908,4.4170100602055704e-05,-1.7555010486604653e-17
AEYRVFKM3PK3OWJQEK3U6RMFZ5ZQ,9,377,35,32,0.08568914557966914,0.01740127648233931,0.007505264017124416,0.003397767940055742,0.0013462255106033527,0.000680324866230093,0.00018962330134026018,2.5535078123723638e-05,-1.678028440057416e-17,-2.4204929604800523e-17,-3.5100548423733804e-17
AEDVEEUD4NZX7NYETDDN5N3HBJEA,9,1486,77,64,0.09334795529724026,0.02764316393368141,0.012937492820802891,0.007052717749363543,0.004002524751330179,0.0029448049809244073,0.001965958033180339,0.0012503443802774606,0.0004763896747211328,0.00028013250161549913,2.2344875567474194e-05
AHEK757U7544PNGSDFCIKFN7NZDQ,9,435,36,32,0.09019032633134474,0.018300058854891374,0.00968986929640961,0.0042004440465130384,0.0012816161666024174,0.0009239769788484545,0.00022482220256176742,7.086600850750695e-05,-1.1620575007321411e-17,-2.752230048948313e-17,-2.5912435896239713e-17
AGO22BUOE6AX3PRTYLVVQKPR4R7A,9,874,43,40,0.08292374854724317,0.011117246041205382,0.008436829963670288,0.004250948109254389,0.002159333120661122,0.0011476884333311327,0.00048721275037517833,0.00020579425113454486,1.5976555470850646e-05,-1.4898456581693355e-17,-2.9916527325300205e-17
AFBR5VDMITJI24U5KZRYEPET3TJQ,9,430,50,48,0.10438216093470351,0.02564638920283395,0.012307807185749985,0.006509649033344396,0.0038627120036132685,0.0031025690905635466,0.0008351044061530322,0.0005135333679799824,0.00015732499372795143,4.618349743625981e-06,-2.4099692737520687e-17
AHTCNFRA5SB5IVFQ2SICSGEBUILA,9,376,37,32,0.09086612289300476,0.0264490679278696,0.00969935416863797,0.004037070857210222,0.0019375932233327202,0.0010082046015998307,0.0004403446307865335,7.843972959090982e-05,-4.8880007956142846e-18,-2.735945693272167e-17,-3.318006959651593e-17
AGEECCQF4MDXAP7RJDDPHK4U54FQ,9,398,40,32,0.09320597942130315,0.025196625078864412,0.009111481090474655,0.004311974379673295,0.0019566112028049265,0.000968922106709143,0.0005032952779344692,0.00015582100945826262,9.341976904020936e-19,-1.7279529630694535e-17,-2.501864988276828e-17
AEQXZCNKESE5KNCYCQZROO7GZRKQ,9,393,41,40,0.09161590889370666,0.02106198451880318,0.010671236823047039,0.00549298524113918,0.002144007857921973,0.001175408925721106,0.0006727686985016278,0.0002178713787000976,2.337310025767067e-06,-1.7890879920429824e-17,-2.6894016399643347e-17
AF5QVEMAHL2ZN7BTEQ2QXX6HJSMA,9,839,63,48,0.10820932361158705,0.023244952043947904,0.011025217560564205,0.006834027598754492,0.0033638565210012982,0.002484471044276434,0.001525748911356317,0.000694093995308785,0.000333352049035272,9.677378440558407e-05,-2.123094867159878e-18
AHSEGNS77TLPYIWMD7JKHV4VPTBA,9,465,45,40,0.0886728580658862,0.022339475006054158,0.012607831682951678,0.005509571323186842,0.002678656167199354,0.0019022242172454665,0.0009684764486421236,0.00039769742168837934,4.2914423139823686e-05,-7.717507301491249e-18,-1.9561497356283612e-17
AGF6TCJ5DIUYHXKWWLFKAY2HUIXQ,9,740,42,40,0.09641354299957045,0.017586501302574067,0.008260939495359129,0.004003764818931196,0.000980975572034555,0.0007976031491202023,0.00047395598072832513,0.00015542489638719012,3.4316769300237886e-06,-1.5406019940342347e-17,-2.7221426802026407e-17
AECOPBDL3PHOESNB2RXKPZSXGBOA,9,1050,58,48,0.09386300033433413,0.02116996160998791,0.009183244774385152,0.0045767567736612206,0.0022189993659656516,0.0018472585060425111,0.0011442710850021502,0.0005951968069254602,0.0001730390520562469,7.06790220537992e-05,-1.550660368295228e-17
AGBYWW4V2ZDUCJGRQNQWLSCPPOVQ,9,362,47,40,0.09418898928053332,0.025959698104209523,0.012563701503449197,0.005894212470824126,0.0036835137724687385,0.0017139449013083927,0.001256001978420208,0.00041134730871644033,7.698079416557552e-05,-5.532077400981504e-18,-2.5788757393334368e-17
AE5INRAIGFDNXPWT5LNVJEEAAHBQ,9,1153,48,40,0.09137527241555339,0.0213578836937262,0.008492308783397696,0.004381872976247085,0.001677502419694997,0.000995082598779432,0.0006525741463560331,0.000320946176665265,4.232992159553785e-05,1.2588898071154758e-18,-1.9424742383903852e-17
AG6M2OKNHLTZENAACVZFQL36XT2A,9,392,40,32,0.08616528711163376,0.021094537723714248,0.007453053860188939,0.004308951750707629,0.002055389290311867,0.0010991913469099869,0.0003947903176077431,0.00013602149940382022,-4.0355001315958786e-18,-2.2822763168396698e-17,-3.423300616900201e-17
AGXHFUENM3G65MN4BGET2DNU4IAQ,9,370,27,24,0.07361228431023126,0.009678777503366135,0.0028866434423836566,0.001829894756239478,0.0003973500192929537,0.00012464140524220285,-5.894780460087373e-18,-1.4853627214203586e-17,-3.518694715879036e-17,-3.838631202222537e-17,-3.896045249324093e-17
AHV67OZ7EO5D6QX53S4BEXRQ6FHA,9,631,48,40,0.07854666985340042,0.015782380049430014,0.01044908779719207,0.005857903818826355,0.002519561321295126,0.0015285675917587763,0.0008940579502856474,0.00046445709795142154,6.125281253822881e-05,-4.063950369441346e-18,-2.2668011626291558e-17
AGMCZMRV6MJ5SCCUIEILXUKJ66WA,9,758,53,48,0.09918261409071756,0.023328355525949366,0.010185927180280538,0.004845736760086032,0.0017954442566277893,0.0011398445164568008,0.0010223705130685892,0.00033564520224854026,0.00013674497721765017,1.5020891205813145e-05,-2.5179123777304406e-17
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_2_2_1,9,623,43,40,0.08533717778740103,0.015129880298146223,0.0082234998353814,0.004257721047590615,0.0020381777026541328,0.0008309941184640008,0.00048462188324182833,0.00014505972482988552,1.3663921379946128e-05,-1.1867051119203417e-17,-3.118627694218998e-17
